RedniBroj,Takson,Brojnost,Pokrovnost,Spratovnost,Broj_snimka,pokrovnost_snimka_po_zonama,Datum,Lokalitet,Vlažnost_Kojić1997,Kiselost_Kojić1997,Azot_Kojić1997,Svetlost_Kojić1997,Temperatura_Kojić1997,sintaksonomski element,LIGHT_Tichy_etal2023,TEMPERATURE_Tichy_etal2023,MOISTURE_Tichy_etal2023,REACTION_Tichy_etal2023,NUTRIENTS_Tichy_etal2023,SALINITY_Tichy_etal2023
1300,Teucrium chamaedrys,4,3,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1301,Trifolium dalmaticum,3,3,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,0,0,0,0,0,nema,8.3,7.4,2.8,6.5,2.6,0
1302,Poa annua,3,2,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,3,3,4,4,3,"7,61 - Red Plantaginetalia majoris R.Tx. et Prsg. 1950: Tipične ruderalne biljne zajednice na ugaženim mestima",7.4,5.3,x,6,7.7,0.8
1303,Koeleria pyramidata subsp. ciliata (Trava uska crvena),3,3,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,2,3,2,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.6,5.7,3.8,7,2.4,0
1304,Ornithogalum pyrenaicum/pyramidale,1,1,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,3,3,3,3,5,nema,x,x,4.8,6.6,4.6,0
1305,? Festuca sp.,4,4,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1306,Eryngium campestre,1,1,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
1307,Satureja montana,1,1,C ,82,B2<5% C-100%,1.7.2023,Stara planina - Prtopopinci,0,0,0,0,0,nema,8,6.8,3.5,7,2.5,0
1308,Anacamptis palustris subsp. elegans,2,2,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,0,0,0,0,0,nema,8.3,x,8.1,7.7,x,0.9
1309,Trifolium pratense,2,2,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
1310,Prunella vulgaris,3,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,3,3,3,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",6.8,x,5.6,5.8,x,0.1
1311,Bryza media,3,2,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,3,3,2,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.9,5,5.1,5.8,2.3,0.1
1312,Ranunculus acris,3,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,0,0,0,0,0,nema,x,x,x,5.7,4.4,0
1313,Lotus corniculatus,3,2,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
1314,Cirsium canum (mislili smo da je palustre),4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,4,3,3,3,3,"5,11 - Red Molinietalia W. Koch 1926: Subkontinentalne higrofilne livadske zajednice na močvarnom, dubokom zemljištu, izvan poplavne zone",7.9,6.3,7.6,6.7,5.8,0.4
1315,Juncus articulatus sp.,4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,4,3,2,4,3,"8,7 - Klasa SCHEUCHZERIO-CARICETEA FUSCAE Nordh. 1936: Vegetacija planinskih i subalpijskih mezotrofnih i oligotrofnih, ravnih tresava",8,x,8.6,5.4,3,0.9
1316,Juncus inflexus (šiljati),4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,4,4,3,4,3,"5,151 - Sveza Agropyro-Rumicion crispi Nordh. 1940: Mezofilne pašnjačke zajednice, u nas zastupljene samo u Vojvodini",7.5,x,7.5,7.1,4.8,0.7
1317,Carex vulpina (zbijeni),4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,3,3,2,4,4,"8,413 - Sveza Magnocaricion elatae W. Koch 1926: Eutrofna vegetacija visokih oštrica na tresetnoj podlozi u poplacnim zonama oko stajaćih voda i rečnih tokova",8.1,5.6,8.2,6.5,5.5,0.3
1318,Carex hostiana (šiljati),4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,4,4,2,4,3,"8,7 - Klasa SCHEUCHZERIO-CARICETEA FUSCAE Nordh. 1936: Vegetacija planinskih i subalpijskih mezotrofnih i oligotrofnih, ravnih tresava",7.9,4.7,8.7,6.3,2,0
1319,Galium palustre,4,3,C ,83,C-100%,1.7.2023,Stara planina - Prtopopinci-Brebevnica,5,3,2,3,3,"8,41 - Red Phragmitetalia W. Koch 1926: Tršćaci i vegetacija visokih oštrica u obalnom pojasu eutrofnih, nizijskih stajaćih i sporotekućih voda",6.7,5.1,8.9,5.2,4.3,0.2
1320,Himantoglossum calcaratum subsp. rumelicum,2,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1321,Coronilla varia,4,3,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,2,4,2,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.9,5.9,4.2,7.8,3.2,0
1322,Orlaya grandiflora,4,5,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,1,4,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.6,x,3.3,8.2,3.8,0
1323,Medicago falcata,4,5,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1324,Thymus pulegioides,4,3,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,2,3,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.9,5.2,3.8,x,1.7,0
1325,Teucrium chamaedrys,4,3,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1326,Salvia nemorosa,2,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,0,0,0,0,0,nema,7.6,6.8,3.9,8.2,4,0
1327,Clinopodium acinos (Sideritis ljubičasti jos mo ga i myosotis plavi zvali),2,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,1,4,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.8,6,2.3,6.7,1.2,0
1328,Petrorhagia saxifraga (Minuartia sp.),2,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,1,4,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.9,7.2,2.5,6.6,1.6,0
1329,Potentilla aurea,1,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,3,2,2,4,2,"4,611 - Sveza Nardion strictae Br.-Bl. 1926: Široko rasprostranjena planinske pašnjačke zajednice u kojima dominira tipac",8,2.7,4.7,3,2.3,0
1330,Euphorbia seguieriana,1,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,0,0,0,0,0,nema,8.4,6.5,2.8,7.6,1.9,0
1331,Hypericum perforatum,1,2,C ,84,C-100%,1.7.2023,Stara planina - Bačevo,2,3,3,3,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.3,x,3.9,6.1,3.9,0.1
1332,Limodorum abortivum,3,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,3,4,nema,6.7,x,x,7.6,4.1,0
1333,Convolvulus cantabrica,3,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,1,4,1,4,5,nema,8.7,7.6,2.4,7.5,2,0
1334,Teucrium chamaedrys,4,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1335,"Ajuga laxmannii (Ajuga zaštićena, pitaj borisa koja je? ja sam nasao laxmanii da je zasticena)",2,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,4,4,nema,8,6.6,3.5,8,2,0
1336,Carpinus orientalis,2,2,B2,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
1337,nešto što dominira,4,3,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1338,Chrysopogon gryllus (Trava visoka),2,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
1339,Pilosella piloselloides (Crepis sp. sa stolonim),2,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,4,4,"4,2 - Klasa THLASPIETEA ROTUNDIFOLII Br.-Bl. et al. 1947: Vegetacija suvih stena i sipara",8.2,6,4.4,7.8,2.5,0
1340,Medicago falcata,3,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1341,Quercus pubescens,1,4,B2,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
1342,Sideritis beli,2,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1343,Prunella laciniata,1,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,3,2,4,4,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.6,x,3.4,7.7,2.7,0
1344,Festuca amethystina,4,3,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,4,2,3,3,"2,21 - Red Erico-Pinetalia Obred. 1949 em. Ht. 1959: Bazifilne šumske zajednice crnog i belog bora reliktnog karaktera, na dolomitskoj i peridotitskoj-serpentintskoj podlozi (najčešći tipovi zemljišta su: rendžine, rankeri i smeđa serpentinska zemljišta)",6.4,4.6,3.5,8,2.3,0
1345,Bromus squarrosus,4,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,2,3,3,4,4,nema,8.4,7.7,2.9,7.6,x,0
1346,Orlaya grandiflora,2,2,C ,85,B-20% C-70%,1.7.2023,Stara planina - Bačevo,1,4,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.6,x,3.3,8.2,3.8,0
1347,Anacamptis pyramidalis,1,2,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,4,1,4,4,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",7.8,x,3.4,8.2,2.5,0
1348,Achillea millefolium agg. ,2,2,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,3,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.9,x,4.1,5.8,x,0.9
1349,Orlaya grandiflora,4,3,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,1,4,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.6,x,3.3,8.2,3.8,0
1350,Medicago falcata,4,4,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1351,Artemisia annua,4,4,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,3,3,4,4,4,nema,8.3,6.8,4.1,6.6,5.8,0.2
1352,Quercus pubescens,1,5,B2,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,4,2,3,5,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.8,x,3.9,6.9,3.5,0
1353,Fraxinus ornus,1,2,B2,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,4,2,3,4,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,3.9,7.6,3.4,0
1354,Crataegus monogyna,1,3,B2,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
1355,Clinopodium vulgare,3,3,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,3,4,2,4,3,nema,6.9,x,4.3,6.8,3.2,0
1356,Teucrium chamaedrys,4,3,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1357,Convolvulus cantabrica,1,2,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,1,4,1,4,5,nema,8.7,7.6,2.4,7.5,2,0
1358,Sideritis montana,1,2,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,1,4,3,4,5,nema,8.9,x,3.1,7.7,3.3,0
1359,Carpinus orientalis,1,2,B2,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
1360,Najviša trava i prethodnog snimk,4,2,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1361,Potentilla incana,4,3,C ,86,B2-50% C-80%,1.7.2023,Stara planina - Radeja-Bačevo,1,4,2,4,4,"5,3 - Klasa Festucetea vaginatae Soo 1968 em. Vich. 1972: Psamofitske zajednice, kao i zajednice razvijene na plitkim zemljištima ili kamenjarima, pretežno na serpentinu",8.6,6.6,2,8,1.3,0
1362,Himantoglossum calcaratum subsp. rumelicum,2,2,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1363,Medicago falcata,4,3,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,2,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8,x,4,8.2,x,0.2
1364,Xeranthemum cylindraceum,4,3,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,1,4,5,nema,8.5,8,3,7,2,0
1365,Trifolium campestre,4,4,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8,5.8,3.9,6,3.3,0.3
1366,? Festuca sp.,4,4,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1367,Teucrium chamaedrys,4,3,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1368,Eryngium campestre,1,2,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
1369,Convolvulus cantabrica,2,2,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,1,4,5,nema,8.7,7.6,2.4,7.5,2,0
1370,Potentilla incana,2,2,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,2,4,4,"5,3 - Klasa Festucetea vaginatae Soo 1968 em. Vich. 1972: Psamofitske zajednice, kao i zajednice razvijene na plitkim zemljištima ili kamenjarima, pretežno na serpentinu",8.6,6.6,2,8,1.3,0
1371,Sideritis montana,2,2,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,1,4,3,4,5,nema,8.9,x,3.1,7.7,3.3,0
1372,Digitalis ferruginea,1,1,C ,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,2,4,2,4,4,"3,2 - Klasa EPILOVIETEA ANGUSTIFOLII R.Tx. et Prsg. 1950: Mezofilne zajednice šumskih oboda i na šumskim progalama",6,7,4,7,5,0
1373,Cornus sanguinea,2,3,B2,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7,x,x,7.5,4.8,0
1374,Crataegus monogyna,1,3,B2,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
1375,Prunus spinosa,1,3,B2,87,B2-30% C-70%,1.7.2023,Stara planina - Radejna,2,4,3,4,4,"1,151 - Sveza Prunioun spinosae Soo 1940: Kserotermne i heliofitne fitocenoze šibljaka, obično na obodu kserotermnih šuma, na černozemu, dosta česte u Vojvodini",7.2,x,4,6.4,x,0.1
1376,Himantoglossum calcaratum subsp. rumelicum,1,1,C ,88,C-100%,2.7.2023,Kostur,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1377,Coronilla varia,4,5,C ,88,C-100%,2.7.2023,Kostur,2,4,2,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.9,5.9,4.2,7.8,3.2,0
1378,Festuca violacea,4,5,C ,88,C-100%,2.7.2023,Kostur,3,2,3,4,2,"4,41 - Red Seslerietali juncifoliae Ht. 1930: Visokoplaninska vegetacija kamenjarskih terena",8.3,1.8,5.2,x,3,0
1379,Bromus intermis (Visoka trava),4,3,C ,88,C-100%,2.7.2023,Kostur,2,4,3,4,3,"7,4 - AGROPYRETEA REPENTIS Obred., Muller et Gros 1967: Pionirske ruderalne zajednice nasutih terena",nema,nema,nema,nema,nema,nema
1380,Euphorbia cyparissias,2,2,C ,88,C-100%,2.7.2023,Kostur,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
1381,Asperula cynachica,1,2,C ,88,C-100%,2.7.2023,Kostur,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,6.4,3,7.9,2.8,0
1382,Convolvulus arvensis,1,2,C ,88,C-100%,2.7.2023,Kostur,2,4,3,4,3,"7,7 - Klasa Stellarietea mediae R.Tx., Logm. et Prsg. 1950: Antropogene segetalne korovske zajednice okopavanih useva, voćnjaka i vinograda",7.3,x,4,6.7,5.6,0.1
1383,Potentilla aurea,1,1,C ,88,C-100%,2.7.2023,Kostur,3,2,2,4,2,"4,611 - Sveza Nardion strictae Br.-Bl. 1926: Široko rasprostranjena planinske pašnjačke zajednice u kojima dominira tipac",8,2.7,4.7,3,2.3,0
1384,Teucrium polium,1,2,C ,88,C-100%,2.7.2023,Kostur,0,0,0,0,0,nema,8.5,x,2.9,x,2.1,0.5
1385,Eryngium campestre,1,1,C ,88,C-100%,2.7.2023,Kostur,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
1386,Anacamptis pyramidalis,1,1,C ,89,C-100%,2.7.2023,Vojnici,2,4,1,4,4,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",7.8,x,3.4,8.2,2.5,0
1387,Trifolium dalmaticum,4,5,C ,89,C-100%,2.7.2023,Vojnici,0,0,0,0,0,nema,8.3,7.4,2.8,6.5,2.6,0
1388,Medicago minima,3,3,C ,89,C-100%,2.7.2023,Vojnici,1,4,1,4,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8.7,7,2.8,7.4,x,0.4
1389,Astragalus onobrychis,2,2,C ,89,C-100%,2.7.2023,Vojnici,1,5,2,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.3,6.8,2.4,9,1.5,0
1390,Asperula cynachica,3,3,C ,89,C-100%,2.7.2023,Vojnici,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,6.4,3,7.9,2.8,0
1391,Teucrium chamaedrys,4,3,C ,89,C-100%,2.7.2023,Vojnici,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
1392,Eryngium campestre,1,1,C ,89,C-100%,2.7.2023,Vojnici,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
1393,? Festuca sp.,4,5,C ,89,C-100%,2.7.2023,Vojnici,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
1394,Elymus repenes (Lolium sp.),4,3,C ,89,C-100%,2.7.2023,Vojnici,3,3,4,4,3,"7,41 - Red Agropyretalia repentis Obred., Muller et Gros 1967: Ruderalne zajednice pionirskog karaktera, na menj-više sušnim mestima, bez većeg direktnog antropogenog uticaja",7.4,5.4,5,6.2,7,1
1395,Silene otites (viscosa),1,2,C ,89,C-100%,2.7.2023,Vojnici,1,4,2,4,4,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",8.2,6.6,2.6,7.4,2,0
1396,Fragaria vesca,2,2,C ,89,C-100%,2.7.2023,Vojnici,3,3,3,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,4.9,6.8,5,0
1397,Sideritis montana,1,2,C ,89,C-100%,2.7.2023,Vojnici,1,4,3,4,5,nema,8.9,x,3.1,7.7,3.3,0
1398,Potentilla argentea,1,2,C ,89,C-100%,2.7.2023,Vojnici,1,2,1,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.6,x,2.7,4.4,1.6,0
1399,Thymus praecox,3,2,C ,89,C-100%,2.7.2023,Vojnici,1,4,1,5,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.2,x,2.6,7.2,1.4,0
1400,Convolvulus cantabrica,2,2,C ,89,C-100%,2.7.2023,Vojnici,1,4,1,4,5,nema,8.7,7.6,2.4,7.5,2,0
1401,Anacamptis pyramidalis,1,1,C ,90,C-100% C1-50%,2.7.2023,Radinjinci,2,4,1,4,4,"5,211 - Sveza Bromion erecti Br.-Bl. 1936: Kserofilne livadske biljne zajednice ili kseromezofilne, pa čak i mezofilne",7.8,x,3.4,8.2,2.5,0
1402,Festuca rubra (Visoka trava),4,6,C ,90,C-100% C1-50%,2.7.2023,Radinjinci,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.7,x,5.1,x,x,0.7
1403,Carex divulsa,4,3,C ,90,C-100% C1-50%,2.7.2023,Radinjinci,3,3,2,3,4,nema,6.5,x,x,5.7,x,0
1404,Lytrum salicaria var. tomentosus,2,2,C ,90,C-100% C1-50%,2.7.2023,Radinjinci,4,3,3,3,3,"5,11 - Red Molinietalia W. Koch 1926: Subkontinentalne higrofilne livadske zajednice na močvarnom, dubokom zemljištu, izvan poplavne zone",7.3,5.3,8.6,6.4,5.3,0.6
